,currency_name,currency_pairs,currency_prices,currency_volumes
501,ATBCoin,ATB/ETH,$0.178470,$30
502,ATMChain,ATM/ETH,$0.003880,$29
503,LockChain,LOC/USDT,$0.701236,$29
504,Authorship,ATS/ETH,$0.007760,$29
505,Cloud,CLD/BTC,$0.070085,$29
506,SwftCoin,SWFTC/USDT,$0.008000,$27
507,Trade Token,TIO/USDT,$0.144515,$26
508,Nexium,NXC/BTC,$0.101553,$23
509,MicroMoney,AMM/USDT,$0.225197,$21
510,ArbitrageCT,ARCT/USDT,$0.009516,$19
511,Etherparty,FUEL/BTC,$0.070085,$14
512,Achain,ACT/ETH,$0.235115,$12
513,Ignis,IGNIS/ETH,$0.069836,$10
514,Indorse Token,IND/ETH,$0.028323,$9
515,Suretly,SUR/ETH,$2.27,$7
516,OAX,OAX/USDT,$0.467625,$7
517,Suretly,SUR/USDT,$2.11,$6
518,Zeusshield,ZSC/ETH,$0.007760,$5
519,Loopring,LRC/ETH,$0.353061,$4
520,Everex,EVX/USDT,$1.02,$3
521,BlockMason Credit Protocol,BCPT/USDT,$0.302704,$3
522,Neumark,NEU/USDT,$0.280855,$3
523,Etherparty,FUEL/ETH,$0.038798,$3
524,SISA,SISA/BTC,$0.007008 ,$2
525,Aventus,AVT/ETH,$0.870237,$1
526,Suretly,SUR/BTC,$2.80,$0
527,Achain,ACT/USDT,$0.257424,$0
528,Matryx,MTX/USDT,$0.588207,$0
